listing_id,listing_name,listing_type,room_type,host_id,host_name,superhost,latitude,longitude,guests,bedrooms,beds,baths,amenities,instant_book,min_nights,cancellation_policy,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_cleanliness,rating_location,rating_value,ttm_revenue,ttm_avg_rate,ttm_occupancy,ttm_revpar,l90d_revenue,l90d_avg_rate,l90d_occupancy,l90d_revpar,location_from_name,city_category
18137216,Cozy apartment with view of Cascade,entire rental unit,entire_home,120090961,Narine,TRUE,40.1903,44.5163,4,2,4,1,NA,TRUE,1,flexible,0,0,181,4.91,4.8,5,4.9,10928,39.6,0.8,29.9,3351,43,0.9,37.2,NA,Yerevan_area
18246538,City Center  90sq m2 (2 air-conditioners),entire rental unit,entire_home,126078505,Marina,FALSE,40.1812,44.5086,4,2,3,1,NA,FALSE,5,flexible,0,0,11,4.82,4.8,5,4.8,1951,63.6,0.1,5.3,66,66.5,0,0.7,NA,Yerevan_area
18345792,"Luxury apartment in down town near Opera, Cascade",entire rental unit,entire_home,126938835,Vahe,TRUE,40.1885,44.5174,3,1,2,1,NA,TRUE,7,strict,120,0,24,4.58,4.5,5,4.7,6905,40.6,0.5,18.9,2745,47.5,0.7,30.5,NA,Yerevan_area
18379161,2 Bedroom In Yerevan Center,private room in rental unit,private_room,117875618,Sevak,FALSE,40.175,44.5038,NA,2,2,0,NA,FALSE,7,firm,0,0,2,NA,NA,NA,NA,625,45.1,0,1.7,0,45.4,0,0,yerevan,Yerevan_area
18392838,Stay in Yerevan center - Saryan str.,entire rental unit,entire_home,10434635,Astghik,TRUE,40.1874,44.5096,4,2,2,1,NA,FALSE,3,flexible,30,0,8,5,5,5,5,670,58.8,0,1.8,670,55,0.1,7.4,yerevan,Yerevan_area
18408806,"Perfect apartment in down town near Opera, Cascade",entire rental unit,entire_home,126938835,Vahe,TRUE,40.1886,44.5173,2,1,2,1,NA,TRUE,7,strict,50,0,38,4.84,4.7,5,4.7,3684,29,0.3,10.1,492,28.6,0.2,5.5,NA,Yerevan_area
18425069,RetroCity appartment in Saryan street,entire rental unit,entire_home,124852258,Tigran,TRUE,40.1804,44.5056,2,1,1,1,NA,FALSE,2,firm,0,0,69,4.71,4.8,4.9,4.8,4062,34.3,0.3,11.1,1167,32.3,0.4,13,NA,Yerevan_area
18489790,Spacious and bright 2 bedroom in downtown Yerevan!,entire rental unit,entire_home,128290534,Anna,TRUE,40.1865,44.5062,4,2,3,1,NA,FALSE,1,flexible,30,10,49,4.96,4.9,4.9,4.9,896,50.3,0,2.5,607,50.4,0.1,6.7,yerevan,Yerevan_area
18494575,Spacious apartment in the heart of Yerevan,entire rental unit,entire_home,14823453,Irina,FALSE,40.1756,44.5172,6,3,4,2,NA,TRUE,3,flexible,17,0,100,4.99,5,5,5,11372,56.5,0.6,31.2,2455,61.2,0.5,27.3,yerevan,Yerevan_area
18518339,Renovated Apartment in Touristic Center,entire rental unit,entire_home,128538486,Rafael,FALSE,40.1729,44.5109,2,1,2,1,NA,FALSE,4,firm,22,0,108,4.94,4.9,5,4.9,6731,35.9,0.5,18.4,700,38.2,0.2,7.8,NA,Yerevan_area
18678983,"Comfortable house in  Yerevan, Lukashin street, 54",entire home,entire_home,129835566,Gayane,FALSE,40.1873,44.4573,6,2,3,1,NA,FALSE,2,flexible,28,0,2,NA,NA,NA,NA,408,32,0,1.1,66,32.5,0,0.7,yerevan,Yerevan_area
18688703,Apartment next to Opera House,entire chalet,entire_home,44993555,Vahe,TRUE,40.1845,44.5173,6,2,4,1,NA,TRUE,2,strict,0,0,152,4.82,4.7,5,4.8,19953,64,0.9,54.7,5297,68.7,0.9,58.9,NA,Yerevan_area
18717874,Cascade house/ next to steps,entire villa,entire_home,118750947,Albert,FALSE,40.1898,44.5172,12,4,6,2,NA,TRUE,10,strict,400,0,6,5,4.8,5,5,17020,287,0.2,46.6,9256,318.3,0.3,102.8,NA,Yerevan_area
18792206,"Cosy apartment in the famous backyard \Մեր Բակում\""",entire rental unit,entire_home,23808591,Karine,FALSE,40.1855,44.5111,3,1,3,1,NA,TRUE,2,firm,28,0,12,4.67,4.7,4.9,4.7,1803,43.6,0.1,4.9,0,47.3,0,0,NA,Yerevan_area
18822895,One bedroom apartment  in downtown of Yerevan.,entire rental unit,entire_home,131059278,Nvard,FALSE,40.1811,44.5226,2,1,2,1,NA,TRUE,5,flexible,0,0,6,5,4.8,5,5,2114,62.8,0.1,5.8,0,60.5,0,0,yerevan,Yerevan_area
18847332,NEW Apartment in the City Center (KTUR apartments),entire rental unit,entire_home,83280739,Susanna,TRUE,40.1845,44.5114,3,1,1,1,NA,TRUE,1,moderate,10,0,429,4.91,4.9,5,4.9,19822,62.7,0.9,54.3,5452,66.4,0.9,60.6,NA,Yerevan_area
18881053,Sunny and Beautiful Apartment at the City Center,entire rental unit,entire_home,131573318,Marina,FALSE,40.1792,44.5084,3,1,1,1,NA,FALSE,7,moderate,0,0,34,4.82,4.8,4.9,4.8,1903,43.5,0.1,5.2,0,46.7,0,0,NA,Yerevan_area
18958607,RetroCity Apartments in Nalbandyan street,entire rental unit,entire_home,124852258,Tigran,TRUE,40.1803,44.5181,2,1,1,1,NA,FALSE,2,firm,0,0,55,4.73,4.7,4.9,4.8,3769,39.4,0.3,10.3,960,39.1,0.3,10.7,NA,Yerevan_area
18993217,In The heart of Yerevan city - Near Opera House,entire rental unit,entire_home,132486154,Hovhannes,FALSE,40.1869,44.5196,5,3,4,2,NA,FALSE,5,moderate,35,20,29,4.79,4.7,5,4.7,1446,119.4,0,4,1446,120.1,0.1,16.1,yerevan,Yerevan_area
18995029,Comtemporary and luxurious residence Cascade Hills,entire rental unit,entire_home,132503593,Ester,TRUE,40.1953,44.5084,3,1,1,1,NA,FALSE,7,strict,35,0,30,4.9,4.8,4.8,4.7,11640,53.5,0.6,31.9,3269,55.8,0.7,36.3,NA,Yerevan_area
19016211,"§CASCADe, Modern Cozy Apartment Centre, Opera View",entire serviced apartment,entire_home,132679704,Irina,TRUE,40.189,44.5158,3,1,2,1,NA,TRUE,1,moderate,0,0,121,4.89,4.9,5,4.9,12587,70.8,0.5,34.5,1637,80.2,0.2,18.2,NA,Yerevan_area
19033475,Huge 2BR Apartment with 2 Balconies at Kantar,room in serviced apartment,hotel_room,23926479,NA,TRUE,40.1745,44.5101,8,2,3,0,NA,NA,1,moderate,NA,NA,14,4.86,4.9,4.9,4.7,2114,115.7,0,5.8,0,0,0,0,NA,Yerevan_area
19135088,Apartment on Cascade with balcony & Ararat view,entire rental unit,entire_home,128538486,Rafael,FALSE,40.1947,44.514,2,1,3,1,NA,FALSE,4,firm,22,0,98,4.97,4.9,4.9,5,9218,38.9,0.7,25.3,960,43.3,0.3,10.7,NA,Yerevan_area
19179607,Apartments near Republic Square/Self check-in,entire rental unit,entire_home,37792194,Armine,TRUE,40.1778,44.5165,3,1,2,1,NA,FALSE,2,strict,0,0,103,4.88,4.8,5,4.8,6943,42.1,0.4,19,2704,43.3,0.7,30,NA,Yerevan_area
19361517,Comfortable apartment,entire serviced apartment,entire_home,135698608,Gevorg,FALSE,40.2024,44.4984,3,1,2,1,NA,FALSE,3,moderate,11,0,21,4.52,3.9,4.7,4.5,2632,39.9,0.2,7.2,41,50.3,0,0.5,NA,Other_Armenia
19466100,Good location and spacious flat in Yerevan,entire rental unit,entire_home,103438567,Shushan,FALSE,40.1913,44.5033,4,2,3,1,NA,FALSE,3,flexible,20,0,3,5,5,5,5,1859,66.2,0.1,5.1,0,64.1,0,0,yerevan,Yerevan_area
19501164,In the center of the city,private room in loft,private_room,32348869,Anna,FALSE,40.1811,44.5179,2,2,1,1,NA,TRUE,2,moderate,12,20,8,4.38,5,5,4.5,1797,72.3,0.1,4.9,798,72.6,0.1,8.9,NA,Yerevan_area
19526985,Bright Modern flat in the center of Yerevan,entire rental unit,entire_home,137132895,NA,FALSE,40.177,44.5237,6,3,3,1,NA,NA,2,flexible,NA,NA,94,4.88,4.7,4.9,4.9,1358,94.2,0,3.7,0,0,0,0,yerevan,Yerevan_area
19536633,Sweet Home,entire serviced apartment,entire_home,137227814,Samvel,TRUE,40.2027,44.5031,2,1,1,1,NA,FALSE,5,flexible,0,0,22,4.91,5,4.8,4.9,4857,40.3,0.3,13.3,1604,43.2,0.4,17.8,NA,Other_Armenia
19556263,2-bedroom suite  from the hostess in a large center,entire rental unit,entire_home,36218986,Narine,FALSE,40.2019,44.5231,5,2,5,1,NA,FALSE,3,flexible,0,0,2,NA,NA,NA,NA,874,68.3,0,2.4,874,73.1,0.1,9.7,NA,Other_Armenia
19628234,I rent a large apartment in the small center of Yerevan,entire rental unit,entire_home,138092943,⁨Акоп (Jacob)⁩,FALSE,40.1873,44.5076,6,3,3,2.5,NA,FALSE,3,flexible,0,0,4,4.75,3.8,5,4,1631,144.8,0,4.5,1631,132.8,0.1,18.1,yerevan,Yerevan_area
19760205,2nd Floor Apt in Sayat-Nova. Ideal for long stays,entire rental unit,entire_home,139434006,Gayane,FALSE,40.1775,44.5269,2,1,1,1,NA,FALSE,10,firm,10,0,48,4.63,4.5,4.8,4.6,7861,40,0.6,21.5,2586,43.6,0.7,28.7,NA,Yerevan_area
19824890,Modern Lux 3BR w/Pool...Near Cascade,entire rental unit,entire_home,47208682,Ara,TRUE,40.1917,44.5024,8,3,4,2.5,NA,FALSE,10,moderate,35,0,80,5,5,4.9,4.9,23323,148.5,0.4,63.9,8069,146.6,0.6,89.7,NA,Yerevan_area
19854219,"Cozy apartment in the heart of Yerevan, but quiet)",entire rental unit,entire_home,140394415,NA,FALSE,40.1904,44.5047,5,2,2,1,NA,NA,2,moderate,20,NA,49,4.82,4.9,4.9,4.8,5187,54.9,0.2,14.2,0,0,0,0,yerevan,Yerevan_area
19864687,Newly Updated Apartment near City Center,entire rental unit,entire_home,40704851,Tigran,TRUE,40.1958,44.4992,3,1,2,1,NA,FALSE,3,moderate,15,0,102,4.99,5,4.8,4.9,7920,36.7,0.6,21.7,3389,39.4,1,37.7,NA,Yerevan_area
19946694,New Apartment at the Republic Squar,entire rental unit,entire_home,85099194,Arevhat,FALSE,40.1804,44.5085,3,1,1,1,NA,FALSE,10,strict,0,0,7,4.86,5,5,5,569,42.3,0,1.6,569,44.6,0.1,6.3,NA,Yerevan_area
19948446,"City center apartment, Republic Square",entire rental unit,entire_home,140628532,Sona,FALSE,40.179,44.5152,2,1,1,1,NA,FALSE,3,moderate,25,0,169,4.83,4.8,4.9,4.9,9601,30.8,0.9,26.3,2531,35.5,0.8,28.1,NA,Yerevan_area
19962436,Luxury Apartment,entire rental unit,entire_home,141525951,Вартан,TRUE,40.1811,44.5131,2,1,1,1,NA,TRUE,10,moderate,30,0,4,5,4.8,5,5,5183,60.7,0.2,14.2,0,54.9,0,0,NA,Yerevan_area
19989042,WOW guesthouse in apartment 141,private room in serviced apartment,private_room,13256976,Artur,FALSE,40.17,44.5212,3,1,2,1,NA,TRUE,2,flexible,40,0,87,4.68,4.7,4.6,4.7,4509,17.9,0.7,12.4,1729,26,0.8,19.2,NA,Yerevan_area
20040290,"16. Floor // Top floor, great views spacious apt",entire rental unit,entire_home,1857370,Lilit,TRUE,40.2,44.5044,4,1,2,1,NA,FALSE,1,moderate,20,10,22,4.95,4.8,4.7,4.8,6964,35.8,0.5,19.1,376,34.5,0.1,4.2,NA,Yerevan_area
20041595,Two bedroom Tatev apartment 003,entire serviced apartment,entire_home,82425146,Aram,FALSE,40.1934,44.5037,5,1,2,1,NA,TRUE,1,flexible,0,0,1,NA,NA,NA,NA,17758,395.7,0.1,48.7,0,136.7,0,0,NA,Yerevan_area
20128136,Three bedroom Tatev apartment 005,entire serviced apartment,entire_home,82425146,Aram,FALSE,40.1934,44.5037,9,1,4,2,NA,TRUE,1,flexible,0,0,4,4,4,4.5,4.2,9724,381.2,0.1,26.6,661,83.2,0.1,7.3,NA,Yerevan_area
20203840,Cozy 2 storey guest house,entire guesthouse,entire_home,143894514,Anna,FALSE,40.1915,44.518,3,2,2,1,NA,FALSE,1,flexible,10,0,53,4.89,4.9,4.8,4.9,623,40,0,1.7,499,42.7,0.1,5.5,NA,Yerevan_area
20257735,One bedroom Tatev apartment 006,entire serviced apartment,entire_home,82425146,Aram,FALSE,40.1935,44.5036,2,1,1,1,NA,TRUE,1,flexible,0,0,3,5,4.7,5,4.7,31125,1636.3,0,85.3,390,80.1,0,4.3,NA,Yerevan_area
20285613,A big 3 bedroom 150m2 apartment in Yerevan center,entire rental unit,entire_home,117875618,Sevak,FALSE,40.1748,44.5039,8,3,6,1,NA,FALSE,7,flexible,0,0,NA,NA,NA,NA,NA,828,70.5,0,2.3,828,67.3,0.1,9.2,yerevan,Yerevan_area
20411901,Room Aygedzor,private room in condo,private_room,40642903,Эдгар,FALSE,40.1912,44.5,NA,2,2,0,NA,FALSE,4,strict,0,10,32,4.84,4.7,4.9,4.8,414,29.7,0,1.1,0,28.8,0,0,NA,Yerevan_area
20450638,Beautiful apartments  of the Republic Square,entire rental unit,entire_home,109148552,Mихаил,TRUE,40.1795,44.5108,2,1,1,1,NA,TRUE,1,moderate,10,0,447,4.89,4.9,5,4.8,8709,45.2,0.5,23.9,1518,45.9,0.4,16.9,NA,Yerevan_area
20467867,Classic Apartment on Kievyan street,entire home,entire_home,145469202,Vladimir,FALSE,40.1944,44.49,6,3,5,1,NA,FALSE,1,flexible,0,0,22,4.68,4.6,4.6,4.5,6448,83,0.2,17.7,2345,89.8,0.3,26.1,NA,Yerevan_area
20524985,Downtown Yerevan Center- Historic Building,entire condo,entire_home,1794549,Levon,FALSE,40.1887,44.5236,6,1,1,1,NA,FALSE,182,moderate,30,10,21,4.76,4.7,5,4.7,690,59,0,1.9,690,57.8,0.1,7.7,yerevan,Yerevan_area
20582395,3 bedroom apartment in the center,entire rental unit,entire_home,147042404,Marina,TRUE,40.1822,44.5114,6,2,5,1.5,NA,TRUE,2,moderate,0,0,100,4.82,4.8,5,4.8,7285,74.9,0.3,20,3264,71.2,0.5,36.3,NA,Yerevan_area
20877958,Loft with a perfect view,entire rental unit,entire_home,31161059,Sona,FALSE,40.1958,44.49,6,2,4,1,NA,FALSE,3,strict,22,0,21,4.9,4.8,4.7,4.8,547,47.6,0,1.5,547,46.3,0.1,6.1,NA,Yerevan_area
20936126,#19 One Bedroom Apartment In The Center Of Yerevan,entire serviced apartment,entire_home,60515118,Narek,FALSE,40.1812,44.5169,4,1,2,1,NA,TRUE,1,strict,0,0,2,NA,NA,NA,NA,1661,80.5,0.1,4.6,83,82.5,0,0.9,yerevan,Yerevan_area
20940748,Your corner in the heart of Yerevan,entire condo,entire_home,154585232,Davit,FALSE,40.1826,44.5131,4,1,2,1,NA,FALSE,3,moderate,40,0,45,4.93,4.8,5,4.9,14392,61.7,0.6,39.4,3694,61.7,0.7,41,yerevan,Yerevan_area
21170588,Ararat Eye Apartments,entire rental unit,entire_home,151888466,Arsen,FALSE,40.1943,44.5136,4,1,2,1,NA,FALSE,4,flexible,0,0,7,4.86,4.6,5,5,580,53.1,0,1.6,580,48.6,0.1,6.4,NA,Yerevan_area
21192334,Apartment on Byron St,entire rental unit,entire_home,37469183,NA,TRUE,40.1866,44.519,3,1,1,1,NA,NA,4,moderate,NA,NA,19,4.89,4.8,5,4.8,572,49.1,0,1.6,0,0,0,0,NA,Yerevan_area
21396175,"Northern Avenue, Cascade, Opera, Republic Square",entire rental unit,entire_home,104584041,Gagik,TRUE,40.1835,44.5143,6,2,3,1,NA,TRUE,7,strict,12,0,43,4.77,4.6,5,4.7,7303,55.5,0.3,20,2766,53.1,0.6,30.7,NA,Yerevan_area
21486375,TRULY CENTRAL/2 BEDROOM - HEART OF YEREVAN - WIFI,entire rental unit,entire_home,156072820,Ashot,FALSE,40.1827,44.508,4,2,2,1,NA,TRUE,7,moderate,45,0,21,4.38,4.2,5,4.5,3300,51.5,0.2,9,0,50.2,0,0,yerevan,Yerevan_area
21610102,In the heart of Abovyan street,entire rental unit,entire_home,8677801,Ella,FALSE,40.1832,44.5186,2,NA,2,1,NA,FALSE,25,strict,10,0,16,5,4.9,5,5,4554,47.3,0.2,12.5,1003,48,0.2,11.1,NA,Yerevan_area
21615485,Cozy apartment near Republic Square,entire rental unit,entire_home,120835513,Tigran,FALSE,40.1818,44.5087,5,2,2,1,NA,TRUE,7,moderate,0,0,8,4.63,4.5,4.9,4.6,1586,65.3,0.1,4.3,1151,67.5,0.2,12.8,NA,Yerevan_area
21783839,Like Home Apartment,entire home,entire_home,158730258,Arevik,TRUE,40.1812,44.5286,3,1,1,1,NA,TRUE,4,moderate,0,0,10,4.7,4.7,4.8,4.7,1238,32.5,0.1,3.4,402,33.1,0.1,4.5,NA,Yerevan_area
21844458,Deluxe apartment In the heart of Yerevan,entire rental unit,entire_home,157998701,Armine,TRUE,40.1799,44.5206,4,1,2,1,NA,FALSE,3,moderate,25,0,85,4.96,4.9,5,4.9,5851,48.1,0.3,16,380,51,0.1,4.2,yerevan,Yerevan_area
22038031,Beautiful Apt for rent in the heart of Yerevan!,entire condo,entire_home,160947492,Ruzanna,FALSE,40.1906,44.5198,7,4,4,1,NA,TRUE,3,strict,60,0,4,5,4.5,5,5,8506,80.9,0.3,23.3,1013,92.6,0.1,11.3,yerevan,Yerevan_area
22145774,Cozy apartment in city center. Cozy house in the center,entire rental unit,entire_home,24393627,Lilit,FALSE,40.1782,44.504,2,1,1,1.5,NA,TRUE,7,moderate,0,0,65,4.64,4.7,4.8,4.7,4166,32.2,0.4,11.4,1045,32.3,0.4,11.6,NA,Yerevan_area
22408742,Apartment 1,entire rental unit,entire_home,162682492,Arsen,FALSE,40.2024,44.5032,2,NA,1,1,NA,FALSE,3,strict,0,0,36,4.78,4.8,4.7,4.8,407,32.7,0,1.1,407,33.8,0.1,4.5,NA,Other_Armenia
22439676,Emma's place,entire guesthouse,entire_home,160175856,Emma,FALSE,40.2155,44.5358,2,1,2,1,NA,FALSE,3,moderate,11,0,86,4.84,4.8,4.6,4.8,1404,22.9,0.2,3.8,0,22.8,0,0,NA,Other_Armenia
22447286,LUXURY APARTMENT \CLAUDE MONET\ IN THE CENTER OF YEREVAN!,entire rental unit,entire_home,18370696,Arman,TRUE,40.1777,44.5267,4,1,2,1,NA,FALSE,4,strict,34,0,51,4.86,5,4.9,4.9,1932,35.9,0.2,5.3,0,39.8,0,0,yerevan,Yerevan_area
22576174,Cozy studio apartment in the city center,entire rental unit,entire_home,53130628,Arusyak,FALSE,40.1727,44.5035,4,1,1,1,NA,TRUE,6,firm,23,0,32,4.66,4.6,4.7,4.7,1735,32.6,0.1,4.8,771,35,0.2,8.6,NA,Yerevan_area
22641291,3 Bedroom Apartment on Mher Mkrtchyan street,entire serviced apartment,entire_home,61222356,Hyur Service,TRUE,40.1741,44.5118,7,3,5,1.5,NA,TRUE,2,moderate,0,0,33,4.91,4.9,4.9,4.8,26675,134.2,0.5,73.1,9931,138.9,0.8,110.3,NA,Yerevan_area
22659499,1 Bedroom Apartment in Alley Residence,entire rental unit,entire_home,61222356,Hyur Service,TRUE,40.1814,44.5114,3,1,3,1,NA,TRUE,2,moderate,0,0,8,4.63,5,5,4.5,4192,78.8,0.1,11.5,779,76.7,0.1,8.7,NA,Yerevan_area
22659803,2 Bedroom Apartment in Alley Residence,entire serviced apartment,entire_home,61222356,Hyur Service,TRUE,40.1815,44.5114,5,2,4,1,NA,TRUE,2,moderate,0,0,13,5,5,4.9,5,12159,115.1,0.3,33.3,1194,124.8,0.1,13.3,NA,Yerevan_area
22843554,Studio-Apartment on Zakyan street.,entire serviced apartment,entire_home,115807404,Evelyn,TRUE,40.1761,44.5053,2,1,1,1,NA,TRUE,2,moderate,8,0,99,4.87,4.9,5,4.9,13310,43.7,0.8,36.5,3155,45.5,0.8,35.1,NA,Yerevan_area
22896767,Maria's Apartment,entire rental unit,entire_home,169471005,Anna,TRUE,40.1792,44.5208,2,1,1,1,NA,FALSE,3,moderate,10,0,144,4.97,5,5,5,7954,40.5,0.5,21.8,1849,40.5,0.5,20.5,NA,Yerevan_area
23059976,Cozy Apartment in the City Center/Self check in,entire rental unit,entire_home,37792194,Armine,TRUE,40.1825,44.527,4,1,2,1,NA,FALSE,1,strict,20,0,180,4.94,4.9,4.9,4.9,1193,41.9,0.1,3.3,518,42.9,0.1,5.8,NA,Yerevan_area
23094586,Near Opera,entire rental unit,entire_home,40833948,Elena,TRUE,40.1861,44.5112,4,NA,2,1,NA,FALSE,5,strict,10,0,5,5,5,5,4.8,655,52,0,1.8,655,52.4,0.1,7.3,NA,Yerevan_area
23098927,Comfortable and  Big House with 5 rooms,entire home,entire_home,171582891,Ani,FALSE,40.1878,44.5496,8,3,4,1,NA,FALSE,5,moderate,0,0,12,4.83,4.8,3.9,4.6,937,63.8,0,2.6,794,59.2,0.2,8.8,NA,Yerevan_area
